+9.070295E-03	-1.360544E-02	-2.721088E-02	-3.174603E-02	-2.721088E-02	-1.360544E-02	+9.070295E-03	-1.360544E-02	+2.040816E-02	+4.081633E-02	+4.761905E-02	+4.081633E-02	+2.040816E-02	-1.360544E-02	-2.721088E-02	+4.081633E-02	+8.163265E-02	+9.523810E-02	+8.163265E-02	+4.081633E-02	-2.721088E-02	-3.174603E-02	+4.761905E-02	+9.523810E-02	+1.111111E-01
	A	-8.314437E-03	+2.532124E-02	+2.191988E-02	+0.000000E+00	-2.191988E-02	-2.532124E-02	+8.314437E-03	+1.247166E-02	-3.798186E-02	-3.287982E-02	+0.000000E+00	+3.287982E-02	+3.798186E-02	-1.247166E-02	+2.494331E-02	-7.596372E-02	-6.575964E-02	+0.000000E+00	+6.575964E-02	+7.596372E-02	-2.494331E-02	+2.910053E-02	-8.862434E-02	-7.671958E-02	+0.000000E+00
		-5.668934E-03	+0.000000E+00	+3.401361E-03	+4.535147E-03	+3.401361E-03	+0.000000E+00	-5.668934E-03	+8.503401E-03	+0.000000E+00	-5.102041E-03	-6.802721E-03	-5.102041E-03	+0.000000E+00	+8.503401E-03	+1.700680E-02	+0.000000E+00	-1.020408E-02	-1.360544E-02	-1.020408E-02	+0.000000E+00	+1.700680E-02	+1.984127E-02	+0.000000E+00	-1.190476E-02	-1.587302E-02
	A	+2.645503E-03	-2.645503E-03	-2.645503E-03	+0.000000E+00	+2.645503E-03	+2.645503E-03	-2.645503E-03	-3.968254E-03	+3.968254E-03	+3.968254E-03	+0.000000E+00	-3.968254E-03	-3.968254E-03	+3.968254E-03	-7.936508E-03	+7.936508E-03	+7.936508E-03	+0.000000E+00	-7.936508E-03	-7.936508E-03	+7.936508E-03	-9.259259E-03	+9.259259E-03	+9.259259E-03	+0.000000E+00
	A	-8.314437E-03	+1.247166E-02	+2.494331E-02	+2.910053E-02	+2.494331E-02	+1.247166E-02	-8.314437E-03	+2.532124E-02	-3.798186E-02	-7.596372E-02	-8.862434E-02	-7.596372E-02	-3.798186E-02	+2.532124E-02	+2.191988E-02	-3.287982E-02	-6.575964E-02	-7.671958E-02	-6.575964E-02	-3.287982E-02	+2.191988E-02	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
		+7.621567E-03	-2.321114E-02	-2.009322E-02	+0.000000E+00	+2.009322E-02	+2.321114E-02	-7.621567E-03	-2.321114E-02	+7.068846E-02	+6.119300E-02	+0.000000E+00	-6.119300E-02	-7.068846E-02	+2.321114E-02	-2.009322E-02	+6.119300E-02	+5.297304E-02	+0.000000E+00	-5.297304E-02	-6.119300E-02	+2.009322E-02	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	+5.196523E-03	+0.000000E+00	-3.117914E-03	-4.157218E-03	-3.117914E-03	+0.000000E+00	+5.196523E-03	-1.582577E-02	+0.000000E+00	+9.495465E-03	+1.266062E-02	+9.495465E-03	+0.000000E+00	-1.582577E-02	-1.369992E-02	+0.000000E+00	+8.219955E-03	+1.095994E-02	+8.219955E-03	+0.000000E+00	-1.369992E-02	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
		-2.425044E-03	+2.425044E-03	+2.425044E-03	+0.000000E+00	-2.425044E-03	-2.425044E-03	+2.425044E-03	+7.385362E-03	-7.385362E-03	-7.385362E-03	+0.000000E+00	+7.385362E-03	+7.385362E-03	-7.385362E-03	+6.393298E-03	-6.393298E-03	-6.393298E-03	+0.000000E+00	+6.393298E-03	+6.393298E-03	-6.393298E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
		-5.668934E-03	+8.503401E-03	+1.700680E-02	+1.984127E-02	+1.700680E-02	+8.503401E-03	-5.668934E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+3.401361E-03	-5.102041E-03	-1.020408E-02	-1.190476E-02	-1.020408E-02	-5.102041E-03	+3.401361E-03	+4.535147E-03	-6.802721E-03	-1.360544E-02	-1.587302E-02
	A	+5.196523E-03	-1.582577E-02	-1.369992E-02	+0.000000E+00	+1.369992E-02	+1.582577E-02	-5.196523E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-3.117914E-03	+9.495465E-03	+8.219955E-03	+0.000000E+00	-8.219955E-03	-9.495465E-03	+3.117914E-03	-4.157218E-03	+1.266062E-02	+1.095994E-02	+0.000000E+00
		+3.543084E-03	+0.000000E+00	-2.125850E-03	-2.834467E-03	-2.125850E-03	+0.000000E+00	+3.543084E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-2.125850E-03	+0.000000E+00	+1.275510E-03	+1.700680E-03	+1.275510E-03	+0.000000E+00	-2.125850E-03	-2.834467E-03	+0.000000E+00	+1.700680E-03	+2.267574E-03
